State,Year,Quarter,District,No_of_Regusers,No_of_AppOpen
haryana,2019,3,bhiwani district,168827,2457872
haryana,2019,3,sirsa district,179271,2162548
haryana,2019,3,mewat district,129646,3067264
haryana,2019,3,panipat district,235346,3503361
haryana,2019,3,gurugram district,1447473,42024810
haryana,2019,3,kaithal district,123358,1747400
haryana,2019,3,kurukshetra district,150733,2685834
haryana,2019,3,jhajjar district,185095,3322231
haryana,2019,4,yamunanagar district,159678,2169534
haryana,2019,4,sonipat district,291479,4952233
haryana,2019,4,jind district,170946,2493137
haryana,2019,4,rohtak district,209750,3382162
haryana,2019,4,faridabad district,862595,19751979
haryana,2019,4,mahendragarh district,162341,3111883
haryana,2019,4,hisar district,339753,5504854
haryana,2019,4,karnal district,255280,4087110
haryana,2019,4,fatehabad district,137065,1761322
haryana,2019,4,palwal district,209434,5450339
haryana,2019,4,charkhi dadri district,52964,800762
haryana,2019,4,ambala district,194413,3060152
haryana,2019,4,rewari district,294161,6508677
haryana,2019,4,panchkula district,147023,2349281
haryana,2019,4,bhiwani district,187294,2966045
haryana,2019,4,sirsa district,196540,2561179
haryana,2019,4,mewat district,149894,3948045
haryana,2019,4,panipat district,262435,4153408
haryana,2019,4,gurugram district,1574240,48600028
haryana,2019,4,kaithal district,136563,2021458
haryana,2019,4,kurukshetra district,166454,3068604
haryana,2019,4,jhajjar district,206377,4019696
haryana,2020,1,yamunanagar district,178961,2625978
haryana,2020,1,sonipat district,325111,5887001
haryana,2020,1,jind district,190347,3049401
haryana,2020,1,rohtak district,231317,3889336
haryana,2020,1,faridabad district,935992,22162012
haryana,2020,1,mahendragarh district,181158,3850212
haryana,2020,1,hisar district,382469,6580784
haryana,2020,1,karnal district,283270,4897515
haryana,2020,1,fatehabad district,152969,2162924
haryana,2020,1,palwal district,233542,6895425
haryana,2020,1,charkhi dadri district,59348,1013262
haryana,2020,1,ambala district,215379,3471937
haryana,2020,1,rewari district,323001,7633507
haryana,2020,1,panchkula district,160534,2591842
haryana,2020,1,bhiwani district,208228,3705008
haryana,2020,1,sirsa district,219623,3131069
haryana,2020,1,mewat district,176392,5813427
haryana,2020,1,panipat district,293916,4951364
haryana,2020,1,gurugram district,1700505,52800456
haryana,2020,1,kaithal district,151832,2465825
haryana,2020,1,kurukshetra district,184817,3491337
haryana,2020,1,jhajjar district,230059,4723846
haryana,2020,2,yamunanagar district,200549,2852631
haryana,2020,2,sonipat district,362890,6034006
haryana,2020,2,jind district,211019,3507406
haryana,2020,2,rohtak district,254647,3888145
haryana,2020,2,faridabad district,1010271,20303296
haryana,2020,2,mahendragarh district,203682,4935866
haryana,2020,2,hisar district,417164,6757973
haryana,2020,2,karnal district,313828,5052334
haryana,2020,2,fatehabad district,168959,2383530
haryana,2020,2,palwal district,259528,8071157
haryana,2020,2,charkhi dadri district,67004,1335183
haryana,2020,2,ambala district,239160,3519221
haryana,2020,2,rewari district,354024,7867627
haryana,2020,2,panchkula district,175646,2382444
haryana,2020,2,bhiwani district,232402,4442225
haryana,2020,2,sirsa district,242506,3333130
haryana,2020,2,mewat district,205921,6897864
haryana,2020,2,panipat district,324833,4902131
haryana,2020,2,gurugram district,1809777,34179491
haryana,2020,2,kaithal district,168699,2713693
haryana,2020,2,kurukshetra district,203788,3228540
haryana,2020,2,jhajjar district,256581,5062230
haryana,2020,3,yamunanagar district,221375,3252209
haryana,2020,3,sonipat district,402001,7704246
haryana,2020,3,jind district,232549,3961859
haryana,2020,3,rohtak district,280325,5088867
haryana,2020,3,faridabad district,1094570,26881573
haryana,2020,3,mahendragarh district,225580,5818789
haryana,2020,3,hisar district,453910,8467943
haryana,2020,3,karnal district,344289,6013147
haryana,2020,3,fatehabad district,184755,2802419
haryana,2020,3,palwal district,285223,9607743
haryana,2020,3,charkhi dadri district,74479,1577462
haryana,2020,3,ambala district,262146,4037143
haryana,2020,3,rewari district,388025,10985340
haryana,2020,3,panchkula district,191215,2948241
haryana,2020,3,bhiwani district,255889,5174248
haryana,2020,3,sirsa district,266572,3948058
haryana,2020,3,mewat district,234889,8159589
haryana,2020,3,panipat district,357830,6114120
haryana,2020,3,gurugram district,1949331,52547158
haryana,2020,3,kaithal district,185714,3114941
haryana,2020,3,kurukshetra district,223297,3932294
haryana,2020,3,jhajjar district,284852,6477380
haryana,2020,4,yamunanagar district,242753,3843610
haryana,2020,4,sonipat district,441088,9660561
haryana,2020,4,jind district,254452,4761235
haryana,2020,4,rohtak district,305922,6466541
haryana,2020,4,faridabad district,1182635,32798951
haryana,2020,4,mahendragarh district,245723,7015783
haryana,2020,4,hisar district,490971,10488914
haryana,2020,4,karnal district,374733,7240718
haryana,2020,4,fatehabad district,200390,3430122
haryana,2020,4,palwal district,310698,11415073
haryana,2020,4,charkhi dadri district,81772,1927582
haryana,2020,4,ambala district,285566,4789038
haryana,2020,4,rewari district,421106,13482897
haryana,2020,4,panchkula district,207622,3577436
haryana,2020,4,bhiwani district,279824,6427240
haryana,2020,4,sirsa district,289231,4751601
haryana,2020,4,mewat district,260584,9795333
haryana,2020,4,panipat district,391952,7475136
haryana,2020,4,gurugram district,2104240,70303122
haryana,2020,4,kaithal district,202911,3708370
haryana,2020,4,kurukshetra district,242556,4668046
haryana,2020,4,jhajjar district,313144,8073998
haryana,2021,1,yamunanagar district,261709,4171624
haryana,2021,1,sonipat district,475192,10259395
haryana,2021,1,jind district,273932,4823696
haryana,2021,1,rohtak district,329147,7034036
haryana,2021,1,faridabad district,1272506,37824622
haryana,2021,1,mahendragarh district,265121,7786463
haryana,2021,1,hisar district,526528,11468230
haryana,2021,1,karnal district,402850,7618470
haryana,2021,1,fatehabad district,215301,3757518
haryana,2021,1,palwal district,335048,12710006
haryana,2021,1,charkhi dadri district,88122,2051877
haryana,2021,1,ambala district,307153,5271257
haryana,2021,1,rewari district,453500,14968730
haryana,2021,1,panchkula district,223482,3991694
haryana,2021,1,bhiwani district,301458,7059970
haryana,2021,1,sirsa district,310911,5229914
haryana,2021,1,mewat district,284058,12278997
haryana,2021,1,panipat district,423131,8104365
haryana,2021,1,gurugram district,2262589,83093025
haryana,2021,1,kaithal district,218191,3635272
haryana,2021,1,kurukshetra district,260673,5020980
haryana,2021,1,jhajjar district,337303,8526542
haryana,2021,2,yamunanagar district,280813,4140694
haryana,2021,2,sonipat district,510058,10153797
haryana,2021,2,jind district,294468,7018936
haryana,2021,2,rohtak district,353305,8816570
haryana,2021,2,faridabad district,1360855,25686092
haryana,2021,2,mahendragarh district,285025,8913568
haryana,2021,2,hisar district,564047,14537419
haryana,2021,2,karnal district,432042,7763201
haryana,2021,2,fatehabad district,231017,5402129
haryana,2021,2,palwal district,359544,11460235
haryana,2021,2,charkhi dadri district,94774,2819667
haryana,2021,2,ambala district,329225,4503822
haryana,2021,2,rewari district,485784,12365298
haryana,2021,2,panchkula district,239170,3407070
haryana,2021,2,bhiwani district,324156,12104870
haryana,2021,2,sirsa district,334240,8146123
haryana,2021,2,mewat district,305382,10933219
haryana,2021,2,panipat district,454218,7391815
haryana,2021,2,gurugram district,2416391,49280675
haryana,2021,2,kaithal district,234468,5633716
haryana,2021,2,kurukshetra district,279452,4734143
haryana,2021,2,jhajjar district,362160,8839447
haryana,2021,3,yamunanagar district,302286,4998805
haryana,2021,3,sonipat district,549613,12651379
haryana,2021,3,jind district,317982,8521357
haryana,2021,3,rohtak district,380370,11569534
haryana,2021,3,faridabad district,1459758,32146169
haryana,2021,3,mahendragarh district,307779,10733157
haryana,2021,3,hisar district,606513,18684922
haryana,2021,3,karnal district,464990,9193645
haryana,2021,3,fatehabad district,248955,6679659
haryana,2021,3,palwal district,387557,13201677
haryana,2021,3,charkhi dadri district,102606,3311432
haryana,2021,3,ambala district,354017,5432997
haryana,2021,3,rewari district,522734,15554432
haryana,2021,3,panchkula district,256782,4337099
haryana,2021,3,bhiwani district,350185,14908880
haryana,2021,3,sirsa district,360856,10580592
haryana,2021,3,mewat district,329621,13505368
haryana,2021,3,panipat district,489226,9399532
haryana,2021,3,gurugram district,2589324,68064580
haryana,2021,3,kaithal district,253117,6616730
haryana,2021,3,kurukshetra district,300453,5682024
haryana,2021,3,jhajjar district,390612,11110135
haryana,2021,4,yamunanagar district,323121,7741855
haryana,2021,4,sonipat district,588700,17748673
haryana,2021,4,jind district,340969,9085091
haryana,2021,4,rohtak district,407245,11928009
haryana,2021,4,faridabad district,1559756,57438537
haryana,2021,4,mahendragarh district,330237,14734337
haryana,2021,4,hisar district,648827,20705821
haryana,2021,4,karnal district,497166,13403200
haryana,2021,4,fatehabad district,266637,7084866
haryana,2021,4,palwal district,415495,22420687
haryana,2021,4,charkhi dadri district,110066,3868580
haryana,2021,4,ambala district,378472,9013011
haryana,2021,4,rewari district,559494,26198366
haryana,2021,4,panchkula district,274389,6464220
haryana,2021,4,bhiwani district,375910,13585473
haryana,2021,4,sirsa district,386829,9891781
haryana,2021,4,mewat district,354072,22238348
haryana,2021,4,panipat district,523678,15114769
haryana,2021,4,gurugram district,2764490,123086843
haryana,2021,4,kaithal district,271182,6547748
haryana,2021,4,kurukshetra district,320754,8758143
haryana,2021,4,jhajjar district,418950,15118629
haryana,2022,1,yamunanagar district,342886,5261303
haryana,2022,1,sonipat district,626016,8614006
haryana,2022,1,jind district,362830,10010350
haryana,2022,1,rohtak district,432623,11550480
haryana,2022,1,faridabad district,1654074,12225903
haryana,2022,1,mahendragarh district,351808,9461334
haryana,2022,1,hisar district,689980,21824961
haryana,2022,1,karnal district,527415,8478743
haryana,2022,1,fatehabad district,283380,9129258
haryana,2022,1,palwal district,441872,7644104
haryana,2022,1,charkhi dadri district,117471,3325337
haryana,2022,1,ambala district,401530,4395015
haryana,2022,1,rewari district,595001,7829983
haryana,2022,1,panchkula district,290799,3228748
haryana,2022,1,bhiwani district,400556,19969949
haryana,2022,1,sirsa district,411238,15813675
haryana,2022,1,mewat district,377036,8636382
haryana,2022,1,panipat district,556104,6462976
haryana,2022,1,gurugram district,2929873,21160321
haryana,2022,1,kaithal district,288578,8668955
haryana,2022,1,kurukshetra district,340030,4582898
haryana,2022,1,jhajjar district,445888,8953786
haryana,2022,2,yamunanagar district,361342,5857085
haryana,2022,2,sonipat district,661278,9608898
haryana,2022,2,jind district,383193,11763338
haryana,2022,2,rohtak district,456537,13062506
haryana,2022,2,faridabad district,1743764,11143884
haryana,2022,2,mahendragarh district,371882,10155289
haryana,2022,2,hisar district,727942,24324343
haryana,2022,2,karnal district,555939,10255701
haryana,2022,2,fatehabad district,299086,10991972
haryana,2022,2,palwal district,466861,7794734
haryana,2022,2,charkhi dadri district,124320,3924588
haryana,2022,2,ambala district,423290,4495249
haryana,2022,2,rewari district,628614,7294508
haryana,2022,2,panchkula district,306460,3344274
haryana,2022,2,bhiwani district,423595,23796359
haryana,2022,2,sirsa district,434030,18578192
haryana,2022,2,mewat district,398639,8071396
haryana,2022,2,panipat district,587006,7013327
haryana,2022,2,gurugram district,3088176,19332862
haryana,2022,2,kaithal district,304645,10330268
haryana,2022,2,kurukshetra district,358109,4842331
haryana,2022,2,jhajjar district,471357,10110205
haryana,2022,3,yamunanagar district,380160,6222538
haryana,2022,3,sonipat district,697349,10573982
haryana,2022,3,jind district,403750,14994759
haryana,2022,3,rohtak district,481082,16106442
haryana,2022,3,faridabad district,1837594,11212188
haryana,2022,3,mahendragarh district,392798,11952432
haryana,2022,3,hisar district,766206,29010891
haryana,2022,3,karnal district,584928,11812886
haryana,2022,3,fatehabad district,314613,12979626
haryana,2022,3,palwal district,492837,7987566
haryana,2022,3,charkhi dadri district,131203,4407641
haryana,2022,3,ambala district,445403,5010389
haryana,2022,3,rewari district,663418,7337609
haryana,2022,3,panchkula district,322320,3767440
haryana,2022,3,bhiwani district,446960,26192869
haryana,2022,3,sirsa district,456583,22326785
haryana,2022,3,mewat district,421283,9426354
haryana,2022,3,panipat district,618937,8459279
haryana,2022,3,gurugram district,3251792,18485432
haryana,2022,3,kaithal district,320757,11770745
haryana,2022,3,kurukshetra district,376380,5506672
haryana,2022,3,jhajjar district,497580,9930636
haryana,2022,4,yamunanagar district,397532,11485377
haryana,2022,4,sonipat district,731324,23782013
haryana,2022,4,jind district,422244,11891107
haryana,2022,4,rohtak district,504058,15615172
haryana,2022,4,faridabad district,1930743,67810059
haryana,2022,4,mahendragarh district,411550,17789576
haryana,2022,4,hisar district,801156,26868596
haryana,2022,4,karnal district,611868,19064390
haryana,2022,4,fatehabad district,328692,9778409
haryana,2022,4,palwal district,516553,24395266
haryana,2022,4,charkhi dadri district,137231,4832466
haryana,2022,4,ambala district,465968,12496882
haryana,2022,4,rewari district,696113,30158839
haryana,2022,4,panchkula district,337614,8968601
haryana,2022,4,bhiwani district,467763,17438413
haryana,2022,4,sirsa district,476800,14033521
haryana,2022,4,mewat district,441859,24884026
haryana,2022,4,panipat district,649292,21978021
haryana,2022,4,gurugram district,3416098,153733247
haryana,2022,4,kaithal district,335364,8729986
haryana,2022,4,kurukshetra district,393430,11455603
haryana,2022,4,jhajjar district,521692,19709308
himachal-pradesh,2018,1,solan district,50035,0
himachal-pradesh,2018,1,sirmaur district,15880,0
himachal-pradesh,2018,1,shimla district,28214,0
himachal-pradesh,2018,1,bilaspur district,11975,0
himachal-pradesh,2018,1,hamirpur district,15614,0
himachal-pradesh,2018,1,una district,13234,0
himachal-pradesh,2018,1,kangra district,39016,0
himachal-pradesh,2018,1,kullu district,15318,0
himachal-pradesh,2018,1,mandi district,26238,0
himachal-pradesh,2018,1,lahul and spiti district,487,0
himachal-pradesh,2018,1,chamba district,8678,0
himachal-pradesh,2018,1,kinnaur district,2684,0
himachal-pradesh,2018,2,solan district,68950,0
himachal-pradesh,2018,2,sirmaur district,22379,0
himachal-pradesh,2018,2,shimla district,38590,0
himachal-pradesh,2018,2,bilaspur district,16531,0
himachal-pradesh,2018,2,hamirpur district,21374,0
himachal-pradesh,2018,2,una district,18691,0
himachal-pradesh,2018,2,kangra district,54828,0
