State,Year,Quarter,District,District_Count,District_Amount
maharashtra,2020,4,jalgaon district,6985861,12494067001.692066
maharashtra,2020,4,latur district,5323018,9526451376.752083
maharashtra,2020,4,thane district,30073494,43911916102.087776
maharashtra,2020,4,bhandara district,1557214,2686273675.0661483
maharashtra,2020,4,nandurbar district,1339578,2517220918.8553166
maharashtra,2020,4,chandrapur district,2924775,4626249365.961412
maharashtra,2020,4,kolhapur district,6953772,10786069175.176712
maharashtra,2020,4,solapur district,12746918,24047679847.907963
maharashtra,2020,4,mumbai district,7347827,13445000527.76939
maharashtra,2020,4,sindhudurg district,704068,1074666905.9848752
maharashtra,2020,4,dhule district,3259845,6104788321.365406
maharashtra,2020,4,wardha district,1765818,2809665509.7208304
maharashtra,2020,4,parbhani district,2927074,5384672051.2516165
maharashtra,2020,4,mumbai suburban district,31947471,52567087497.07483
maharashtra,2020,4,hingoli district,1323826,2457013063.704149
maharashtra,2020,4,ratnagiri district,1239737,1918661281.470666
maharashtra,2020,4,nanded district,4944241,10129280636.851904
maharashtra,2020,4,osmanabad district,3700883,7067137735.692784
maharashtra,2020,4,nagpur district,17881031,27734234062.40806
maharashtra,2020,4,buldhana district,4315634,8694631794.55773
maharashtra,2020,4,nashik district,25886584,38876096829.7729
maharashtra,2020,4,akola district,2321592,3994626251.8553295
maharashtra,2020,4,yavatmal district,2582434,4650557075.489644
maharashtra,2020,4,aurangabad district,19001745,27681773653.44072
maharashtra,2020,4,amravati district,5645786,9549659612.368576
maharashtra,2020,4,washim district,5782133,13400145744.069927
maharashtra,2020,4,sangli district,4990427,8677291713.203817
maharashtra,2020,4,gadchiroli district,953205,1842068911.886773
maharashtra,2020,4,raigad district,9634903,13939207766.945723
maharashtra,2020,4,palghar district,8070045,11789420098.043339
maharashtra,2020,4,jalna district,3740553,6701628487.028286
maharashtra,2020,4,gondia district,1312868,2564702116.1102557
maharashtra,2020,4,ahmednagar district,13929256,25560818870.6825
maharashtra,2020,4,pune district,142350762,182511549425.14316
maharashtra,2020,4,beed district,4622657,9549129679.112585
maharashtra,2020,4,satara district,7533969,10884087745.800198
maharashtra,2021,1,jalgaon district,7125707,13436630175.753107
maharashtra,2021,1,latur district,5760464,10272773258.588238
maharashtra,2021,1,thane district,33503449,48840960311.87904
maharashtra,2021,1,bhandara district,1564520,2913849252.9130535
maharashtra,2021,1,nandurbar district,1383515,2901763348.7850657
maharashtra,2021,1,chandrapur district,3151866,5069729588.572804
maharashtra,2021,1,kolhapur district,7652720,11901398334.29837
maharashtra,2021,1,solapur district,13720797,26445846333.97523
maharashtra,2021,1,mumbai district,8188922,15047988751.590004
maharashtra,2021,1,sindhudurg district,687743,1257865634.0263405
maharashtra,2021,1,dhule district,3403609,6669525561.754
maharashtra,2021,1,wardha district,1840914,3127038656.9324656
maharashtra,2021,1,parbhani district,3263936,6070517241.173687
maharashtra,2021,1,mumbai suburban district,49079788,75911506798.24136
maharashtra,2021,1,hingoli district,1278417,2500851214.1490774
maharashtra,2021,1,ratnagiri district,1238194,2129551543.4130135
maharashtra,2021,1,nanded district,5176083,10853543031.67955
maharashtra,2021,1,osmanabad district,3859502,7459855804.480752
maharashtra,2021,1,nagpur district,20132732,31261594334.217766
maharashtra,2021,1,buldhana district,4321520,9192518486.187069
maharashtra,2021,1,nashik district,27235543,41832846588.20086
maharashtra,2021,1,akola district,2410033,4313676653.103065
maharashtra,2021,1,yavatmal district,2673201,5192118900.718618
maharashtra,2021,1,aurangabad district,20324679,29945191784.134216
maharashtra,2021,1,amravati district,5370072,9628361958.166653
maharashtra,2021,1,washim district,16119131,32164445523.209106
maharashtra,2021,1,sangli district,5514760,9850670767.038408
maharashtra,2021,1,gadchiroli district,959325,2010484968.1852307
maharashtra,2021,1,raigad district,10673549,15596964081.61911
maharashtra,2021,1,palghar district,8313771,12738143184.389732
maharashtra,2021,1,jalna district,3795010,7135028200.598163
maharashtra,2021,1,gondia district,1400318,2892659242.6240034
maharashtra,2021,1,ahmednagar district,14942900,27709537707.314117
maharashtra,2021,1,pune district,208930588,253623629237.65793
maharashtra,2021,1,beed district,4851168,10322699960.987194
maharashtra,2021,1,satara district,8011794,11665585732.692352
maharashtra,2021,2,jalgaon district,9203822,17827507489.14714
maharashtra,2021,2,latur district,6926698,12775603482.762703
maharashtra,2021,2,thane district,34695330,51834001818.133484
maharashtra,2021,2,bhandara district,1822721,3497598608.1527295
maharashtra,2021,2,nandurbar district,1769625,3685674679.0347614
maharashtra,2021,2,chandrapur district,3869197,6284653560.530261
maharashtra,2021,2,kolhapur district,8091062,13193153731.663414
maharashtra,2021,2,solapur district,16828619,33876247851.21455
maharashtra,2021,2,mumbai district,7493859,13269905417.180565
maharashtra,2021,2,sindhudurg district,744195,1343035806.176563
maharashtra,2021,2,dhule district,4332008,8554199986.261333
maharashtra,2021,2,wardha district,2139522,3699297144.8283005
maharashtra,2021,2,parbhani district,4436069,8209849173.250013
maharashtra,2021,2,mumbai suburban district,51172626,79709409341.93018
maharashtra,2021,2,hingoli district,1723420,3436318356.586167
maharashtra,2021,2,ratnagiri district,1425394,2433599392.9835916
maharashtra,2021,2,nanded district,6605754,14281557245.034132
maharashtra,2021,2,osmanabad district,4779631,9350468423.935925
maharashtra,2021,2,nagpur district,22506189,36690120293.721405
maharashtra,2021,2,buldhana district,5761237,12195032520.59851
maharashtra,2021,2,nashik district,28391827,47825836433.598206
maharashtra,2021,2,akola district,3118344,5603968802.647449
maharashtra,2021,2,yavatmal district,3570984,6810703585.523739
maharashtra,2021,2,aurangabad district,23744887,36191383377.4905
maharashtra,2021,2,amravati district,6482349,11779345148.384516
maharashtra,2021,2,washim district,27190170,55251595071.35002
maharashtra,2021,2,sangli district,6227375,11675925279.769922
maharashtra,2021,2,gadchiroli district,1212525,2440258252.3546357
maharashtra,2021,2,raigad district,11509927,16915509520.363083
maharashtra,2021,2,palghar district,8657621,12997801116.852173
maharashtra,2021,2,jalna district,4973393,9302678916.188164
maharashtra,2021,2,gondia district,1714392,3601577353.6618857
maharashtra,2021,2,ahmednagar district,16869500,32660327252.892723
maharashtra,2021,2,pune district,218732925,298657497266.993
maharashtra,2021,2,beed district,6303927,13880929754.80759
maharashtra,2021,2,satara district,8589362,13372484167.690807
maharashtra,2021,3,jalgaon district,11683707,20222318554.82865
maharashtra,2021,3,latur district,9248789,15056539122.121685
maharashtra,2021,3,thane district,46296081,66370065441.36949
maharashtra,2021,3,bhandara district,2346620,4177653275.8378654
maharashtra,2021,3,nandurbar district,2294230,4289557263.3032947
maharashtra,2021,3,chandrapur district,5223272,7710188968.380587
maharashtra,2021,3,kolhapur district,11008132,17285308890.913483
maharashtra,2021,3,solapur district,22642205,41800216299.60483
maharashtra,2021,3,mumbai district,11491677,20168312966.816475
maharashtra,2021,3,sindhudurg district,901040,1629829529.5913053
maharashtra,2021,3,dhule district,5529023,10014453951.958511
maharashtra,2021,3,wardha district,2839183,4424402893.294242
maharashtra,2021,3,parbhani district,6675022,10674377409.491228
maharashtra,2021,3,mumbai suburban district,67846531,100494598469.06511
maharashtra,2021,3,hingoli district,2161199,3965562680.570984
maharashtra,2021,3,ratnagiri district,1682108,2812554265.7598977
maharashtra,2021,3,nanded district,8916177,16631083455.668392
maharashtra,2021,3,osmanabad district,6137588,10879099861.925121
maharashtra,2021,3,nagpur district,29998841,44274024437.65408
maharashtra,2021,3,buldhana district,7413428,13612640871.006664
maharashtra,2021,3,nashik district,39927545,60198709473.80904
maharashtra,2021,3,akola district,4155570,6724928544.7167
maharashtra,2021,3,yavatmal district,4696326,8082506308.227329
maharashtra,2021,3,aurangabad district,32667108,45343695947.53139
maharashtra,2021,3,amravati district,8512827,13891877202.076294
maharashtra,2021,3,washim district,47716080,89156949627.79578
maharashtra,2021,3,sangli district,8352537,14641584802.926895
maharashtra,2021,3,gadchiroli district,1543698,2975813665.779912
maharashtra,2021,3,raigad district,15666356,21716387176.677456
maharashtra,2021,3,palghar district,11918989,17245742713.72838
maharashtra,2021,3,jalna district,6262192,10808380341.003181
maharashtra,2021,3,gondia district,2236319,4202183466.3787003
maharashtra,2021,3,ahmednagar district,23270731,41445914645.10296
maharashtra,2021,3,pune district,303322956,372243656247.4718
maharashtra,2021,3,beed district,8279040,16758879510.504045
maharashtra,2021,3,satara district,12010933,17327306884.54817
maharashtra,2021,4,jalgaon district,15456402,26909954530.424908
maharashtra,2021,4,latur district,12678966,20736966202.77146
maharashtra,2021,4,thane district,58731186,82756618879.3905
maharashtra,2021,4,bhandara district,3014353,5371508386.170332
maharashtra,2021,4,nandurbar district,3087075,5793563146.987923
maharashtra,2021,4,chandrapur district,7009727,10412294822.20895
maharashtra,2021,4,kolhapur district,15202155,23311142306.113045
maharashtra,2021,4,solapur district,29893044,53557566277.62863
maharashtra,2021,4,mumbai district,15677222,27535270022.96809
maharashtra,2021,4,sindhudurg district,1243850,2234445565.547666
maharashtra,2021,4,dhule district,7402020,13203246956.782043
maharashtra,2021,4,wardha district,3741381,5948081630.188509
maharashtra,2021,4,parbhani district,8899067,13987558040.08242
maharashtra,2021,4,mumbai suburban district,92733033,134616103622.6073
maharashtra,2021,4,hingoli district,2951247,5448438919.118406
maharashtra,2021,4,ratnagiri district,2267617,3804549056.2868958
maharashtra,2021,4,nanded district,12362404,23236313336.13468
maharashtra,2021,4,osmanabad district,8478583,14851847464.126001
maharashtra,2021,4,nagpur district,37294016,55504861303.1382
maharashtra,2021,4,buldhana district,9965367,18366614804.863438
maharashtra,2021,4,nashik district,50753398,77325087055.88705
maharashtra,2021,4,akola district,5575093,9105402246.049797
maharashtra,2021,4,yavatmal district,6325995,11009717772.045103
maharashtra,2021,4,aurangabad district,42089766,58225600205.240555
maharashtra,2021,4,amravati district,10748480,18826698543.57356
maharashtra,2021,4,washim district,58312102,108918964843.63312
maharashtra,2021,4,sangli district,11336302,19350815032.954494
maharashtra,2021,4,gadchiroli district,2019389,3876064979.5170345
maharashtra,2021,4,raigad district,19999796,27241010089.09033
maharashtra,2021,4,palghar district,15141805,21820045142.227596
maharashtra,2021,4,jalna district,8350020,14344117826.989296
maharashtra,2021,4,gondia district,2933396,5371056519.087561
maharashtra,2021,4,ahmednagar district,30809337,53652623922.42543
maharashtra,2021,4,pune district,371337618,454584743765.0556
maharashtra,2021,4,beed district,10966370,21562077522.84112
maharashtra,2021,4,satara district,15943920,22557502388.35908
maharashtra,2022,1,jalgaon district,17757988,30555178757.005997
maharashtra,2022,1,latur district,15356835,23856260979.2032
maharashtra,2022,1,thane district,66420329,91604299445.99771
maharashtra,2022,1,bhandara district,3461274,6404864501.433441
maharashtra,2022,1,nandurbar district,3622329,7060445513.077811
maharashtra,2022,1,chandrapur district,8245169,12334491815.90076
maharashtra,2022,1,kolhapur district,17433041,26386491968.922462
maharashtra,2022,1,solapur district,35130037,62436627060.52482
maharashtra,2022,1,mumbai district,17957610,30021552307.219616
maharashtra,2022,1,sindhudurg district,1428957,2551979373.6666465
maharashtra,2022,1,dhule district,8541986,14920655481.690989
maharashtra,2022,1,wardha district,4351919,6817775708.436135
maharashtra,2022,1,parbhani district,10320054,15871955896.827192
maharashtra,2022,1,mumbai suburban district,104595313,148080835860.6061
maharashtra,2022,1,hingoli district,3618468,6309169659.7158165
maharashtra,2022,1,ratnagiri district,2707601,4494723116.141416
maharashtra,2022,1,nanded district,14832112,26944854915.835846
maharashtra,2022,1,osmanabad district,9757272,17024101045.584564
maharashtra,2022,1,nagpur district,43072958,63065806665.247505
maharashtra,2022,1,buldhana district,11747608,20901275712.18042
maharashtra,2022,1,nashik district,59914404,89903593917.99501
maharashtra,2022,1,akola district,6689313,10723857464.538498
maharashtra,2022,1,yavatmal district,7555408,12885201280.952847
maharashtra,2022,1,aurangabad district,48288544,66140008400.38048
maharashtra,2022,1,amravati district,12901295,21513429781.136066
maharashtra,2022,1,washim district,73700274,136398563399.82826
maharashtra,2022,1,sangli district,13407114,22867674942.154476
maharashtra,2022,1,gadchiroli district,2430940,4667653819.06547
maharashtra,2022,1,raigad district,22836136,30642123149.62334
maharashtra,2022,1,palghar district,17329583,24541321852.48381
maharashtra,2022,1,jalna district,9770142,16932733608.18157
maharashtra,2022,1,gondia district,3447926,6533829706.610294
maharashtra,2022,1,ahmednagar district,35927347,61917805949.94818
maharashtra,2022,1,pune district,424149132,508475101454.5798
maharashtra,2022,1,beed district,12794151,24332097862.902313
maharashtra,2022,1,satara district,18005869,25280931605.5211
maharashtra,2022,2,jalgaon district,20794365,36575989749.60019
maharashtra,2022,2,latur district,18128124,28958359286.009148
maharashtra,2022,2,thane district,76359706,103706480304.36014
maharashtra,2022,2,bhandara district,4092003,7232792765.616951
maharashtra,2022,2,nandurbar district,4250672,8304946450.368532
maharashtra,2022,2,chandrapur district,9797860,14673749839.352476
maharashtra,2022,2,kolhapur district,20243542,30132865372.25327
maharashtra,2022,2,solapur district,41690075,74367210007.30444
maharashtra,2022,2,mumbai district,21906382,34652240504.3772
