State,Year,Quarter,District,District_Count,District_Amount
madhya-pradesh,2022,3,mandsaur district,6193098,10509305951.083754
madhya-pradesh,2022,3,barwani district,3479332,5994532031.315118
madhya-pradesh,2022,3,katni district,3880008,6280080299.804432
madhya-pradesh,2022,3,dindori district,1181160,2016100616.531231
madhya-pradesh,2022,3,shivpuri district,5133457,8579987357.593823
madhya-pradesh,2022,3,gwalior district,19510123,31696730031.83982
madhya-pradesh,2022,3,anuppur district,2537098,3560176144.36619
madhya-pradesh,2022,3,agar malwa district,2657396,4218852627.824485
madhya-pradesh,2022,3,ashoknagar district,2594364,3845051824.283202
madhya-pradesh,2022,3,sagar district,8201733,12730465685.38528
madhya-pradesh,2022,3,niwari district,914896,1400549096.9398146
madhya-pradesh,2022,3,rewa district,8837903,14504856959.737143
madhya-pradesh,2022,3,shajapur district,5487202,8462893132.182105
madhya-pradesh,2022,3,ujjain district,14059587,21942517753.50229
madhya-pradesh,2022,3,bhind district,3676981,6656264526.9706
madhya-pradesh,2022,3,tikamgarh district,2630402,3652020627.485542
madhya-pradesh,2022,3,seoni district,4334474,7190175893.784561
madhya-pradesh,2022,3,harda district,2013493,3559158048.8634205
madhya-pradesh,2022,3,burhanpur district,2692224,4327279250.325198
madhya-pradesh,2022,3,damoh district,2456188,4251644669.631302
madhya-pradesh,2022,3,bhopal district,156507125,194323899841.67703
madhya-pradesh,2022,3,jhabua district,2007872,3646257186.5034456
madhya-pradesh,2022,3,dhar district,12392412,18195974455.547993
madhya-pradesh,2022,3,guna district,5710607,8417500012.932472
madhya-pradesh,2022,3,east nimar district,4997320,7258261928.6512165
madhya-pradesh,2022,3,chhindwara district,169367916,236429180484.71173
madhya-pradesh,2022,3,umaria district,1635430,2469243169.757383
madhya-pradesh,2022,3,mandla district,2093752,3577880638.576026
madhya-pradesh,2022,3,indore district,140075797,181342408308.11453
madhya-pradesh,2022,3,shahdol district,4233669,6225386697.111628
madhya-pradesh,2022,3,ratlam district,6776803,11673995695.080849
madhya-pradesh,2022,3,panna district,1937883,3448041867.7722807
madhya-pradesh,2022,3,chhatarpur district,4726623,7777910395.649037
madhya-pradesh,2022,4,morena district,6018009,12185325528.57468
madhya-pradesh,2022,4,alirajpur district,961033,1714745171.1511986
madhya-pradesh,2022,4,sehore district,9468901,14782454158.19041
madhya-pradesh,2022,4,rajgarh district,8258651,14165273209.469738
madhya-pradesh,2022,4,khargone district,7835996,13676102777.080872
madhya-pradesh,2022,4,satna district,8834193,14047178840.179514
madhya-pradesh,2022,4,narsinghpur district,4307879,7466632025.647694
madhya-pradesh,2022,4,jabalpur district,17383664,26637455898.079094
madhya-pradesh,2022,4,hoshangabad district,6954459,11236164142.873428
madhya-pradesh,2022,4,vidisha district,6070752,9896531672.155006
madhya-pradesh,2022,4,balaghat district,8076760,12809279793.519384
madhya-pradesh,2022,4,singrauli district,7130043,10537115299.833103
madhya-pradesh,2022,4,betul district,7428219,11204326326.766155
madhya-pradesh,2022,4,sidhi district,3677764,6223057250.970966
madhya-pradesh,2022,4,datia district,2235254,4316605275.113314
madhya-pradesh,2022,4,dewas district,11710945,18499556126.900196
madhya-pradesh,2022,4,sheopur district,1791741,3433927096.209929
madhya-pradesh,2022,4,neemuch district,4114307,7535010026.308462
madhya-pradesh,2022,4,raisen district,7434383,10839929955.46895
madhya-pradesh,2022,4,mandsaur district,6753322,12134867749.286808
madhya-pradesh,2022,4,barwani district,3994550,6955270056.952803
madhya-pradesh,2022,4,katni district,4530405,7335619450.561115
madhya-pradesh,2022,4,dindori district,1464948,2439427130.524207
madhya-pradesh,2022,4,shivpuri district,5548238,10203335078.756794
madhya-pradesh,2022,4,gwalior district,21340912,35102831658.15674
madhya-pradesh,2022,4,anuppur district,2827704,3904240202.6273766
madhya-pradesh,2022,4,agar malwa district,3109971,5368024680.128058
madhya-pradesh,2022,4,ashoknagar district,2556356,4363776046.723473
madhya-pradesh,2022,4,sagar district,8824474,14230277728.450665
madhya-pradesh,2022,4,niwari district,1048567,1659223401.2756696
madhya-pradesh,2022,4,rewa district,9898698,16813110581.034155
madhya-pradesh,2022,4,shajapur district,5422596,9184560947.622728
madhya-pradesh,2022,4,ujjain district,16707523,27113247453.133526
madhya-pradesh,2022,4,bhind district,4262493,8166910988.137739
madhya-pradesh,2022,4,tikamgarh district,3096926,4487136972.452459
madhya-pradesh,2022,4,seoni district,5464198,9288422911.516825
madhya-pradesh,2022,4,harda district,2367397,4381920376.068309
madhya-pradesh,2022,4,burhanpur district,3094726,4916226292.122738
madhya-pradesh,2022,4,damoh district,4223870,6776421199.7889805
madhya-pradesh,2022,4,bhopal district,190199488,243653886996.0198
madhya-pradesh,2022,4,jhabua district,2469392,4405099020.207691
madhya-pradesh,2022,4,dhar district,13287245,20206456864.59485
madhya-pradesh,2022,4,guna district,6163569,9802963544.062296
madhya-pradesh,2022,4,east nimar district,5770316,8592415791.87511
madhya-pradesh,2022,4,chhindwara district,245710341,350638062974.8574
madhya-pradesh,2022,4,umaria district,1954168,2842781862.3472924
madhya-pradesh,2022,4,mandla district,2538024,4341952191.501655
madhya-pradesh,2022,4,indore district,158576063,210881632372.97565
madhya-pradesh,2022,4,shahdol district,10700938,14780956554.066238
madhya-pradesh,2022,4,ratlam district,7498598,13746333050.618015
madhya-pradesh,2022,4,panna district,2209465,3903628822.4956465
madhya-pradesh,2022,4,chhatarpur district,5519834,9172166022.913769
maharashtra,2018,1,jalgaon district,332668,346720332.5468058
maharashtra,2018,1,latur district,259016,237246239.72263384
maharashtra,2018,1,thane district,1243518,1995816824.6734967
maharashtra,2018,1,bhandara district,94217,76998452.71289259
maharashtra,2018,1,nandurbar district,60163,70543831.7235167
maharashtra,2018,1,chandrapur district,142067,129589201.64438972
maharashtra,2018,1,kolhapur district,351519,354723905.37194455
maharashtra,2018,1,solapur district,451438,535791949.03747725
maharashtra,2018,1,mumbai district,2671029,3923116793.952079
maharashtra,2018,1,sindhudurg district,37285,44348287.06745251
maharashtra,2018,1,dhule district,139376,148893541.0108487
maharashtra,2018,1,wardha district,111564,103196998.87284872
maharashtra,2018,1,parbhani district,126868,109058549.63370109
maharashtra,2018,1,mumbai suburban district,1444587,2385242801.2881713
maharashtra,2018,1,hingoli district,70314,57281673.810775355
maharashtra,2018,1,ratnagiri district,57950,68234354.14796054
maharashtra,2018,1,nanded district,221472,195376791.80416867
maharashtra,2018,1,osmanabad district,129616,137513718.00884378
maharashtra,2018,1,nagpur district,592456,781981176.1740795
maharashtra,2018,1,buldhana district,211789,213497260.88909543
maharashtra,2018,1,nashik district,669259,874435847.1021329
maharashtra,2018,1,akola district,112541,98691994.83880849
maharashtra,2018,1,yavatmal district,120864,120777011.26783088
maharashtra,2018,1,aurangabad district,620430,680361961.5537964
maharashtra,2018,1,amravati district,219644,203490300.91845012
maharashtra,2018,1,washim district,60452,53956265.55059725
maharashtra,2018,1,sangli district,231021,241538564.28883797
maharashtra,2018,1,gadchiroli district,50072,50790947.89558024
maharashtra,2018,1,raigad district,310127,481978060.4382123
maharashtra,2018,1,palghar district,316766,432288177.5824667
maharashtra,2018,1,jalna district,154861,147117543.13653943
maharashtra,2018,1,gondia district,96798,94654514.07400316
maharashtra,2018,1,ahmednagar district,438972,522540233.7072377
maharashtra,2018,1,pune district,3842929,5378982326.835919
maharashtra,2018,1,beed district,146374,149979287.08010322
maharashtra,2018,1,satara district,247012,264857537.36135083
maharashtra,2018,2,jalgaon district,456493,640487534.1817575
maharashtra,2018,2,latur district,348856,459161764.33925414
maharashtra,2018,2,thane district,1773084,3339349832.4085298
maharashtra,2018,2,bhandara district,142191,155791247.126618
maharashtra,2018,2,nandurbar district,81758,129892439.53872508
maharashtra,2018,2,chandrapur district,218475,273995050.81267655
maharashtra,2018,2,kolhapur district,459551,602368098.7087289
maharashtra,2018,2,solapur district,657732,1017429009.0580833
maharashtra,2018,2,mumbai district,3277612,6048515205.760132
maharashtra,2018,2,sindhudurg district,59117,82415986.89444102
maharashtra,2018,2,dhule district,193300,272204202.2769386
maharashtra,2018,2,wardha district,153356,194612545.356838
maharashtra,2018,2,parbhani district,165911,209686461.81788087
maharashtra,2018,2,mumbai suburban district,2055232,3877425976.6560874
maharashtra,2018,2,hingoli district,99174,117125956.75740682
maharashtra,2018,2,ratnagiri district,88067,127489340.06416306
maharashtra,2018,2,nanded district,301594,409059135.82402456
maharashtra,2018,2,osmanabad district,180136,259621224.30486536
maharashtra,2018,2,nagpur district,792349,1325086381.0421863
maharashtra,2018,2,buldhana district,289553,423294588.7912706
maharashtra,2018,2,nashik district,956098,1502940957.143
maharashtra,2018,2,akola district,150414,180567458.51767427
maharashtra,2018,2,yavatmal district,175489,228933313.44599646
maharashtra,2018,2,aurangabad district,789032,1121247393.1699817
maharashtra,2018,2,amravati district,296011,374738414.3468704
maharashtra,2018,2,washim district,88839,107100711.19311343
maharashtra,2018,2,sangli district,317849,457068758.97068834
maharashtra,2018,2,gadchiroli district,78306,105087908.63657811
maharashtra,2018,2,raigad district,469802,849899520.0504555
maharashtra,2018,2,palghar district,467130,737532817.3633374
maharashtra,2018,2,jalna district,204649,264258550.15968144
maharashtra,2018,2,gondia district,148668,195516935.27670705
maharashtra,2018,2,ahmednagar district,616058,960786263.1601061
maharashtra,2018,2,pune district,5162876,8513428062.925207
maharashtra,2018,2,beed district,213528,305485923.1836834
maharashtra,2018,2,satara district,357450,487452271.8579569
maharashtra,2018,3,jalgaon district,595180,896878047.3857558
maharashtra,2018,3,latur district,420545,638779718.7784297
maharashtra,2018,3,thane district,2611297,4941785822.789892
maharashtra,2018,3,bhandara district,175526,215305769.81174365
maharashtra,2018,3,nandurbar district,108557,177379382.02461082
maharashtra,2018,3,chandrapur district,285271,378940738.57964325
maharashtra,2018,3,kolhapur district,639398,874723680.9432416
maharashtra,2018,3,solapur district,957281,1548416428.5291772
maharashtra,2018,3,mumbai district,4090811,7438893352.297363
maharashtra,2018,3,sindhudurg district,76130,112870065.22964165
maharashtra,2018,3,dhule district,245060,391278436.06745607
maharashtra,2018,3,wardha district,208207,281115528.9408974
maharashtra,2018,3,parbhani district,204284,299298112.8339572
maharashtra,2018,3,mumbai suburban district,3049903,5567618775.346841
maharashtra,2018,3,hingoli district,128836,169654673.92500454
maharashtra,2018,3,ratnagiri district,129543,198754527.89749503
maharashtra,2018,3,nanded district,407264,602425178.0901897
maharashtra,2018,3,osmanabad district,240387,395725693.62582
maharashtra,2018,3,nagpur district,1215989,2003870351.0067477
maharashtra,2018,3,buldhana district,382228,573668889.9846781
maharashtra,2018,3,nashik district,1321016,2243065273.9378605
maharashtra,2018,3,akola district,186781,254195647.9550442
maharashtra,2018,3,yavatmal district,229128,325149291.3564337
maharashtra,2018,3,aurangabad district,1171650,1755607884.6928542
maharashtra,2018,3,amravati district,369988,513806091.5473285
maharashtra,2018,3,washim district,110307,150817671.91038013
maharashtra,2018,3,sangli district,427506,646572362.0955906
maharashtra,2018,3,gadchiroli district,109208,146811496.6710286
maharashtra,2018,3,raigad district,717318,1362324762.6075263
maharashtra,2018,3,palghar district,715144,1175030902.575979
maharashtra,2018,3,jalna district,279281,404800031.07746047
maharashtra,2018,3,gondia district,188257,254848811.83945072
maharashtra,2018,3,ahmednagar district,842685,1476318516.9225848
maharashtra,2018,3,pune district,7890491,12601613622.467592
maharashtra,2018,3,beed district,297477,500263881.03896874
maharashtra,2018,3,satara district,510604,742208310.461832
maharashtra,2018,4,jalgaon district,879950,1387232647.6057086
maharashtra,2018,4,latur district,628803,1044674193.1532042
maharashtra,2018,4,thane district,4198385,7592415202.123446
maharashtra,2018,4,bhandara district,245846,343102837.9086915
maharashtra,2018,4,nandurbar district,157820,281964593.4429707
maharashtra,2018,4,chandrapur district,382372,578542133.3506119
maharashtra,2018,4,kolhapur district,913594,1357184979.9570901
maharashtra,2018,4,solapur district,1266285,2368140884.7300243
maharashtra,2018,4,mumbai district,6060284,11506143747.453331
maharashtra,2018,4,sindhudurg district,114717,170841017.20947236
maharashtra,2018,4,dhule district,368312,649397538.864443
maharashtra,2018,4,wardha district,280783,395087302.242247
maharashtra,2018,4,parbhani district,308504,500061055.0887979
maharashtra,2018,4,mumbai suburban district,4635750,8268990734.490216
maharashtra,2018,4,hingoli district,176257,271534119.9286672
maharashtra,2018,4,ratnagiri district,183226,299659904.07221127
maharashtra,2018,4,nanded district,587651,997762155.7506721
maharashtra,2018,4,osmanabad district,361661,675413933.6427854
maharashtra,2018,4,nagpur district,1884842,3079870457.735389
maharashtra,2018,4,buldhana district,548395,882485735.8053899
maharashtra,2018,4,nashik district,1881354,3510737505.1936135
maharashtra,2018,4,akola district,291472,438566131.34252876
maharashtra,2018,4,yavatmal district,328480,522099654.290656
maharashtra,2018,4,aurangabad district,1685901,2758523355.9782863
maharashtra,2018,4,amravati district,546615,835558011.8434162
maharashtra,2018,4,washim district,162834,248532488.31382594
maharashtra,2018,4,sangli district,585846,988564434.293136
maharashtra,2018,4,gadchiroli district,155411,258205021.08860207
maharashtra,2018,4,raigad district,1080514,2059234953.96621
maharashtra,2018,4,palghar district,1088141,1842460037.4482036
maharashtra,2018,4,jalna district,389658,644345419.3688004
maharashtra,2018,4,gondia district,254253,379834364.616676
maharashtra,2018,4,ahmednagar district,1226980,2363347728.3655543
maharashtra,2018,4,pune district,11075153,18048884123.019882
maharashtra,2018,4,beed district,437218,815542341.0400636
maharashtra,2018,4,satara district,716956,1153996303.1116636
maharashtra,2019,1,jalgaon district,1166142,1704195097.8185358
maharashtra,2019,1,latur district,814951,1277230492.0647025
maharashtra,2019,1,thane district,6590587,10262365751.639568
maharashtra,2019,1,bhandara district,328528,426999029.54591537
maharashtra,2019,1,nandurbar district,206076,349111023.6670804
maharashtra,2019,1,chandrapur district,509133,720273330.3126861
maharashtra,2019,1,kolhapur district,1373093,1733326289.846639
maharashtra,2019,1,solapur district,1711532,2915291684.2363386
maharashtra,2019,1,mumbai district,8672352,14116666928.151258
maharashtra,2019,1,sindhudurg district,159703,216638644.27818528
maharashtra,2019,1,dhule district,481989,778664915.1311553
maharashtra,2019,1,wardha district,406198,519500777.51880926
maharashtra,2019,1,parbhani district,406124,607842380.3296355
maharashtra,2019,1,mumbai suburban district,6743762,10706972932.399765
maharashtra,2019,1,hingoli district,223427,321855147.6451644
maharashtra,2019,1,ratnagiri district,258764,398004227.60984457
maharashtra,2019,1,nanded district,817852,1239777865.9544663
maharashtra,2019,1,osmanabad district,465021,808510690.94927
maharashtra,2019,1,nagpur district,3417783,4445200035.812227
maharashtra,2019,1,buldhana district,749376,1115611509.3097343
maharashtra,2019,1,nashik district,2967544,4544409151.206467
maharashtra,2019,1,akola district,401169,573192717.506301
maharashtra,2019,1,yavatmal district,423865,637806093.7729484
maharashtra,2019,1,aurangabad district,2792378,3834151759.410431
maharashtra,2019,1,amravati district,891044,1160772454.2197258
maharashtra,2019,1,washim district,223071,316764165.2418689
maharashtra,2019,1,sangli district,817265,1229806747.846142
maharashtra,2019,1,gadchiroli district,188507,295257579.6120825
maharashtra,2019,1,raigad district,1659791,2711861730.937457
maharashtra,2019,1,palghar district,1719894,2564696463.010165
maharashtra,2019,1,jalna district,540378,829777003.2250216
maharashtra,2019,1,gondia district,318147,451807951.9655386
maharashtra,2019,1,ahmednagar district,1729326,2957722310.1799498
maharashtra,2019,1,pune district,23360634,32233517413.825317
maharashtra,2019,1,beed district,559625,961104354.072164
maharashtra,2019,1,satara district,984038,1454004270.0928822
maharashtra,2019,2,jalgaon district,1123667,1987153740.4139466
maharashtra,2019,2,latur district,821241,1532318207.0064433
maharashtra,2019,2,thane district,7530876,12313829091.41301
maharashtra,2019,2,bhandara district,329931,508608915.28491116
maharashtra,2019,2,nandurbar district,204845,406262640.20777524
maharashtra,2019,2,chandrapur district,505590,843953477.6624484
maharashtra,2019,2,kolhapur district,1253641,1952877334.6990683
maharashtra,2019,2,solapur district,1820589,3474067537.180213
maharashtra,2019,2,mumbai district,9050682,16756255698.406097
maharashtra,2019,2,sindhudurg district,168005,267975447.90514666
maharashtra,2019,2,dhule district,484195,925482256.6605688
maharashtra,2019,2,wardha district,403626,641914714.7828441
maharashtra,2019,2,parbhani district,410613,732188553.3655661
maharashtra,2019,2,mumbai suburban district,7064507,11847987142.696594
maharashtra,2019,2,hingoli district,217343,370793561.13678604
maharashtra,2019,2,ratnagiri district,278354,455259892.7583656
maharashtra,2019,2,nanded district,808316,1504083842.9634428
maharashtra,2019,2,osmanabad district,514655,1079435439.4360785
maharashtra,2019,2,nagpur district,4188658,6025414879.616595
maharashtra,2019,2,buldhana district,741166,1389178177.2008069
maharashtra,2019,2,nashik district,3923883,5791332953.556848
maharashtra,2019,2,akola district,400952,683190889.8721962
maharashtra,2019,2,yavatmal district,438803,763726559.9440769
maharashtra,2019,2,aurangabad district,3396197,4796542321.512946
maharashtra,2019,2,amravati district,1157518,1571775687.3563461
maharashtra,2019,2,washim district,226637,401545837.8404983
maharashtra,2019,2,sangli district,802674,1395547881.0637069
maharashtra,2019,2,gadchiroli district,208387,376010286.68186516
maharashtra,2019,2,raigad district,1818926,3167985278.4983797
maharashtra,2019,2,palghar district,1781149,2904323069.2694864
maharashtra,2019,2,jalna district,531441,959504219.5128636
maharashtra,2019,2,gondia district,302812,516246159.6392725
maharashtra,2019,2,ahmednagar district,1790440,3545962730.754202
maharashtra,2019,2,pune district,44795652,58398808592.1738
maharashtra,2019,2,beed district,608584,1267243984.0506415
maharashtra,2019,2,satara district,1045298,1739683085.5318732
maharashtra,2019,3,jalgaon district,1539403,2407096455.998979
maharashtra,2019,3,latur district,1113069,1822300594.3337283
maharashtra,2019,3,thane district,11231012,16108408586.919155
maharashtra,2019,3,bhandara district,431793,595245230.2846107
maharashtra,2019,3,nandurbar district,277232,483568002.77195525
maharashtra,2019,3,chandrapur district,687068,988514700.4318708
maharashtra,2019,3,kolhapur district,1767210,2378707449.775131
maharashtra,2019,3,solapur district,2841225,4598818500.230581
maharashtra,2019,3,mumbai district,10401047,19947302478.272934
maharashtra,2019,3,sindhudurg district,211699,286914091.67686176
maharashtra,2019,3,dhule district,653540,1121757551.4396381
maharashtra,2019,3,wardha district,537284,750934405.0869465
maharashtra,2019,3,parbhani district,568673,915373769.8147234
maharashtra,2019,3,mumbai suburban district,10319061,15257508401.083763
maharashtra,2019,3,hingoli district,299371,468030814.6412908
maharashtra,2019,3,ratnagiri district,366958,511184959.7325049
maharashtra,2019,3,nanded district,1095647,1849133738.7942169
maharashtra,2019,3,osmanabad district,719297,1287888230.2909613
maharashtra,2019,3,nagpur district,6165553,7727440587.3605995
maharashtra,2019,3,buldhana district,960929,1646026619.5970416
maharashtra,2019,3,nashik district,7028066,8460253081.126099
maharashtra,2019,3,akola district,545110,804373588.7548958
maharashtra,2019,3,yavatmal district,597079,910273809.8689439
maharashtra,2019,3,aurangabad district,5823390,6977918217.050415
maharashtra,2019,3,amravati district,1801245,2115345246.2347875
maharashtra,2019,3,washim district,302180,468356873.8423509
maharashtra,2019,3,sangli district,1106146,1679396554.4795327
maharashtra,2019,3,gadchiroli district,278888,454327510.01170886
maharashtra,2019,3,raigad district,2748252,4158566617.3787413
maharashtra,2019,3,palghar district,2699901,3821592289.5796437
maharashtra,2019,3,jalna district,855316,1308056579.4848018
maharashtra,2019,3,gondia district,397041,622169383.2018278
maharashtra,2019,3,ahmednagar district,2826165,4766032718.090915
maharashtra,2019,3,pune district,67093416,78128868958.397
maharashtra,2019,3,beed district,855427,1592813356.4192545
maharashtra,2019,3,satara district,1590888,2197006792.497435
maharashtra,2019,4,jalgaon district,2235555,3522575733.969164
maharashtra,2019,4,latur district,1574163,2684939406.6432924
maharashtra,2019,4,thane district,13830713,20280076921.035427
maharashtra,2019,4,bhandara district,556898,805259870.3223202
maharashtra,2019,4,nandurbar district,384764,683745126.3967273
maharashtra,2019,4,chandrapur district,909203,1375587784.4403105
maharashtra,2019,4,kolhapur district,2441776,3475989478.1149535
maharashtra,2019,4,solapur district,3759589,6462184396.413737
maharashtra,2019,4,mumbai district,14329105,29174555412.502365
maharashtra,2019,4,sindhudurg district,254829,370375053.0404189
maharashtra,2019,4,dhule district,960516,1668923516.7419007
maharashtra,2019,4,wardha district,660720,983370585.2997658
maharashtra,2019,4,parbhani district,798141,1325863293.0764506
maharashtra,2019,4,mumbai suburban district,12837253,20156220719.157547
maharashtra,2019,4,hingoli district,400633,652664241.1906353
maharashtra,2019,4,ratnagiri district,446975,659536071.5299144
maharashtra,2019,4,nanded district,1570164,2661286483.782838
maharashtra,2019,4,osmanabad district,1031345,1878342242.4175327
maharashtra,2019,4,nagpur district,8223885,10735621488.951063
maharashtra,2019,4,buldhana district,1362337,2461875481.2815948
maharashtra,2019,4,nashik district,10054198,12613474576.88743
maharashtra,2019,4,akola district,790624,1176167689.9178164
maharashtra,2019,4,yavatmal district,814563,1288427242.8575473
maharashtra,2019,4,aurangabad district,8161133,10014948231.036003
maharashtra,2019,4,amravati district,2436587,3104891522.492619
maharashtra,2019,4,washim district,485744,824112268.4689127
maharashtra,2019,4,sangli district,1588563,2481750506.8464704
maharashtra,2019,4,gadchiroli district,351716,594431236.2992276
maharashtra,2019,4,raigad district,3562595,5355626917.650449
maharashtra,2019,4,palghar district,3271051,4907450613.265228
maharashtra,2019,4,jalna district,1196313,1920892462.687704
maharashtra,2019,4,gondia district,514670,826397018.9859416
maharashtra,2019,4,ahmednagar district,4236391,7088367322.63547
maharashtra,2019,4,pune district,91666565,103270644868.1607
maharashtra,2019,4,beed district,1213228,2276197458.918973
maharashtra,2019,4,satara district,2348115,3231655556.129589
maharashtra,2020,1,jalgaon district,2925407,4531030323.571831
maharashtra,2020,1,latur district,2119578,3427202030.1985974
maharashtra,2020,1,thane district,15699451,22551048276.307404
maharashtra,2020,1,bhandara district,687372,1008982164.7536879
maharashtra,2020,1,nandurbar district,509151,911013926.0063801
maharashtra,2020,1,chandrapur district,1186408,1689623389.5389361
maharashtra,2020,1,kolhapur district,3119430,4306037466.56257
maharashtra,2020,1,solapur district,4939298,8556069047.344244
maharashtra,2020,1,mumbai district,4716907,8325816941.590815
maharashtra,2020,1,sindhudurg district,322511,452020116.20096815
maharashtra,2020,1,dhule district,1264091,2087577880.1260333
maharashtra,2020,1,wardha district,806699,1183933213.2697446
maharashtra,2020,1,parbhani district,1045807,1692841975.4158022
maharashtra,2020,1,mumbai suburban district,23598054,40462122569.6479
maharashtra,2020,1,hingoli district,519908,822174351.2362058
maharashtra,2020,1,ratnagiri district,588589,815643605.7506857
maharashtra,2020,1,nanded district,2043375,3378753900.7060986
maharashtra,2020,1,osmanabad district,1418537,2444615225.090246
maharashtra,2020,1,nagpur district,10765004,15125508374.006687
maharashtra,2020,1,buldhana district,1755077,3173978679.5048704
maharashtra,2020,1,nashik district,12019521,15505749977.367249
maharashtra,2020,1,akola district,964703,1401166452.6958332
maharashtra,2020,1,yavatmal district,1062147,1665121778.7888567
maharashtra,2020,1,aurangabad district,9438690,11942430956.817465
maharashtra,2020,1,amravati district,2854580,3698477117.9680448
maharashtra,2020,1,washim district,2080496,4501861141.423245
maharashtra,2020,1,sangli district,2093409,3269991688.1702304
maharashtra,2020,1,gadchiroli district,414941,675029110.1633042
maharashtra,2020,1,raigad district,4244606,6091061427.355885
maharashtra,2020,1,palghar district,3821386,5554757052.338003
maharashtra,2020,1,jalna district,1554254,2488830260.000312
maharashtra,2020,1,gondia district,617809,1016032314.1831489
maharashtra,2020,1,ahmednagar district,5518308,9057699649.519627
maharashtra,2020,1,pune district,107497963,119146177775.3236
maharashtra,2020,1,beed district,1616755,2914670396.431482
maharashtra,2020,1,satara district,3113859,4120146162.712983
maharashtra,2020,2,jalgaon district,3727977,6134997055.559946
maharashtra,2020,2,latur district,2772910,4472025609.504336
maharashtra,2020,2,thane district,12230364,18163626280.67061
maharashtra,2020,2,bhandara district,890538,1370441356.1968591
maharashtra,2020,2,nandurbar district,766368,1344237632.9119701
maharashtra,2020,2,chandrapur district,1514383,2085827481.1941326
maharashtra,2020,2,kolhapur district,3390905,4716100903.754046
maharashtra,2020,2,solapur district,6271738,11057370637.178139
maharashtra,2020,2,mumbai district,2837817,4795823345.489866
maharashtra,2020,2,sindhudurg district,452629,550426816.3519356
maharashtra,2020,2,dhule district,1706807,2865405294.685203
maharashtra,2020,2,wardha district,968066,1416490440.0702643
maharashtra,2020,2,parbhani district,1460967,2399924431.431336
maharashtra,2020,2,mumbai suburban district,14673823,26603760478.450813
maharashtra,2020,2,hingoli district,775498,1223636878.0366883
maharashtra,2020,2,ratnagiri district,834955,1029151098.1060637
maharashtra,2020,2,nanded district,2592680,4677507608.453169
maharashtra,2020,2,osmanabad district,2058303,3600377012.9277935
maharashtra,2020,2,nagpur district,8581175,13518590358.37893
maharashtra,2020,2,buldhana district,2419215,4723655180.111789
maharashtra,2020,2,nashik district,11893531,17207891612.65169
maharashtra,2020,2,akola district,1207755,1812714456.7764344
maharashtra,2020,2,yavatmal district,1483416,2245522554.4020457
maharashtra,2020,2,aurangabad district,7820545,11549930061.996231
maharashtra,2020,2,amravati district,2868272,4203630855.781695
maharashtra,2020,2,washim district,2533987,6099370009.250559
maharashtra,2020,2,sangli district,2593679,4046325761.648611
maharashtra,2020,2,gadchiroli district,574657,908122753.1200151
maharashtra,2020,2,raigad district,4056198,5669347658.182283
maharashtra,2020,2,palghar district,4237438,5239353069.683626
maharashtra,2020,2,jalna district,2008102,3307905950.218322
maharashtra,2020,2,gondia district,805107,1384067598.312616
maharashtra,2020,2,ahmednagar district,6617740,11240715303.18826
maharashtra,2020,2,pune district,58840981,94890914730.75931
maharashtra,2020,2,beed district,2593890,4724429309.854979
maharashtra,2020,2,satara district,3728345,5079899574.13271
maharashtra,2020,3,jalgaon district,4687954,8431535730.8163595
maharashtra,2020,3,latur district,3309492,5748283428.37841
maharashtra,2020,3,thane district,16568232,26708998225.097702
maharashtra,2020,3,bhandara district,1083453,1852362108.5443692
maharashtra,2020,3,nandurbar district,910384,1720959142.794833
maharashtra,2020,3,chandrapur district,1910883,2886484302.6107407
maharashtra,2020,3,kolhapur district,4272945,6608568950.738272
maharashtra,2020,3,solapur district,8375851,16121372736.652994
maharashtra,2020,3,mumbai district,3740959,6984270360.019845
maharashtra,2020,3,sindhudurg district,521528,720890129.6463914
maharashtra,2020,3,dhule district,2146455,4076865156.390772
maharashtra,2020,3,wardha district,1171546,1930521487.6155033
maharashtra,2020,3,parbhani district,1886141,3647572014.927022
maharashtra,2020,3,mumbai suburban district,20687558,38421032377.84478
maharashtra,2020,3,hingoli district,921760,1713781075.7712855
maharashtra,2020,3,ratnagiri district,945643,1333106781.0358593
maharashtra,2020,3,nanded district,3194923,6348462429.110924
maharashtra,2020,3,osmanabad district,2489096,4682189937.23473
maharashtra,2020,3,nagpur district,11746960,18854510864.94963
maharashtra,2020,3,buldhana district,2928610,6020031152.408256
maharashtra,2020,3,nashik district,17587671,26675908700.898186
maharashtra,2020,3,akola district,1518861,2574200192.6792965
maharashtra,2020,3,yavatmal district,1743407,3032251175.851321
maharashtra,2020,3,aurangabad district,12231686,19033463159.354687
maharashtra,2020,3,amravati district,3774174,6075582865.198356
maharashtra,2020,3,washim district,2135042,4973062170.693851
maharashtra,2020,3,sangli district,3148369,5477370561.1483555
maharashtra,2020,3,gadchiroli district,678774,1203705611.4544067
maharashtra,2020,3,raigad district,5427408,8380993717.388744
maharashtra,2020,3,palghar district,5046305,7298216466.360155
maharashtra,2020,3,jalna district,2539902,4610124935.89871
maharashtra,2020,3,gondia district,927925,1784236182.421629
maharashtra,2020,3,ahmednagar district,8883332,16593214276.595514
maharashtra,2020,3,pune district,101472134,154366363808.0403
maharashtra,2020,3,beed district,3118322,6611620805.641609
maharashtra,2020,3,satara district,4577239,6804965990.2244625
